2026-08-12 17:51:03,173 | INFO | support-ticket-triage | Logging system test successful
2026-08-12 19:50:26,028 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T005
2026-08-12 19:50:26,829 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 19:50:26,830 | INFO | support-ticket-triage | AI request successful for ticket T005 on attempt 1
2026-08-12 19:50:26,831 | INFO | support-ticket-triage | AI response received for ticket T005
2026-08-12 19:50:26,834 | INFO | support-ticket-triage | Triage completed for ticket T005: category=Technical Issue, urgency=Medium, confidence=0.4, priority_score=60, priority_level=High
2026-08-12 21:55:57,931 | INFO | support-ticket-triage | Starting triage for ticket T001
2026-08-12 21:55:57,932 | INFO | support-ticket-triage | Sending ticket T001 to AI model
2026-08-12 21:55:57,932 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T001
2026-08-12 21:56:00,071 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 21:56:00,084 | INFO | support-ticket-triage | AI request successful for ticket T001 on attempt 1
2026-08-12 21:56:00,085 | INFO | support-ticket-triage | AI response received for ticket T001
2026-08-12 21:56:00,085 | INFO | support-ticket-triage | Triage completed for ticket T001: category=Account Access, urgency=High, confidence=0.9, priority_score=70, priority_level=High
2026-08-12 21:56:00,091 | INFO | support-ticket-triage | Starting triage for ticket T002
2026-08-12 21:56:00,094 | INFO | support-ticket-triage | Sending ticket T002 to AI model
2026-08-12 21:56:00,094 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T002
2026-08-12 21:56:01,296 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 21:56:01,298 | INFO | support-ticket-triage | AI request successful for ticket T002 on attempt 1
2026-08-12 21:56:01,298 | INFO | support-ticket-triage | AI response received for ticket T002
2026-08-12 21:56:01,298 | INFO | support-ticket-triage | Triage completed for ticket T002: category=Billing, urgency=Medium, confidence=0.9, priority_score=40, priority_level=Medium
2026-08-12 21:56:01,300 | INFO | support-ticket-triage | Starting triage for ticket T003
2026-08-12 21:56:01,300 | INFO | support-ticket-triage | Sending ticket T003 to AI model
2026-08-12 21:56:01,300 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T003
2026-08-12 21:56:01,840 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 21:56:01,841 | INFO | support-ticket-triage | AI request successful for ticket T003 on attempt 1
2026-08-12 21:56:01,841 | INFO | support-ticket-triage | AI response received for ticket T003
2026-08-12 21:56:01,841 | INFO | support-ticket-triage | Triage completed for ticket T003: category=Technical Issue, urgency=Medium, confidence=0.9, priority_score=40, priority_level=Medium
2026-08-12 21:56:01,842 | INFO | support-ticket-triage | Starting triage for ticket T004
2026-08-12 21:56:01,842 | INFO | support-ticket-triage | Sending ticket T004 to AI model
2026-08-12 21:56:01,842 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T004
2026-08-12 21:56:02,299 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 21:56:02,300 | INFO | support-ticket-triage | AI request successful for ticket T004 on attempt 1
2026-08-12 21:56:02,301 | INFO | support-ticket-triage | AI response received for ticket T004
2026-08-12 21:56:02,302 | INFO | support-ticket-triage | Triage completed for ticket T004: category=Account Access, urgency=Low, confidence=0.9, priority_score=20, priority_level=Low
2026-08-12 21:56:02,306 | INFO | support-ticket-triage | Starting triage for ticket T005
2026-08-12 21:56:02,307 | INFO | support-ticket-triage | Sending ticket T005 to AI model
2026-08-12 21:56:02,311 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T005
2026-08-12 21:56:04,538 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 21:56:04,540 | INFO | support-ticket-triage | AI request successful for ticket T005 on attempt 1
2026-08-12 21:56:04,540 | INFO | support-ticket-triage | AI response received for ticket T005
2026-08-12 21:56:04,541 | INFO | support-ticket-triage | Triage completed for ticket T005: category=Technical Issue, urgency=Medium, confidence=0.4, priority_score=60, priority_level=High
2026-08-12 22:03:41,758 | INFO | support-ticket-triage | Starting triage for ticket T001
2026-08-12 22:03:41,764 | INFO | support-ticket-triage | Sending ticket T001 to AI model
2026-08-12 22:03:41,765 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T001
2026-08-12 22:03:44,330 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 22:03:44,351 | INFO | support-ticket-triage | AI request successful for ticket T001 on attempt 1
2026-08-12 22:03:44,351 | INFO | support-ticket-triage | AI response received for ticket T001
2026-08-12 22:03:44,353 | INFO | support-ticket-triage | Triage completed for ticket T001: category=Account Access, urgency=High, confidence=0.9, priority_score=70, priority_level=High
2026-08-12 22:03:44,356 | INFO | support-ticket-triage | Starting triage for ticket T002
2026-08-12 22:03:44,357 | INFO | support-ticket-triage | Sending ticket T002 to AI model
2026-08-12 22:03:44,357 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T002
2026-08-12 22:03:48,676 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 22:03:48,678 | INFO | support-ticket-triage | AI request successful for ticket T002 on attempt 1
2026-08-12 22:03:48,679 | INFO | support-ticket-triage | AI response received for ticket T002
2026-08-12 22:03:48,680 | INFO | support-ticket-triage | Triage completed for ticket T002: category=Billing, urgency=Medium, confidence=0.9, priority_score=40, priority_level=Medium
2026-08-12 22:03:48,681 | INFO | support-ticket-triage | Starting triage for ticket T003
2026-08-12 22:03:48,681 | INFO | support-ticket-triage | Sending ticket T003 to AI model
2026-08-12 22:03:48,681 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T003
2026-08-12 22:03:51,456 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 22:03:51,462 | INFO | support-ticket-triage | AI request successful for ticket T003 on attempt 1
2026-08-12 22:03:51,463 | INFO | support-ticket-triage | AI response received for ticket T003
2026-08-12 22:03:51,467 | INFO | support-ticket-triage | Triage completed for ticket T003: category=Technical Issue, urgency=Medium, confidence=0.9, priority_score=40, priority_level=Medium
2026-08-12 22:03:51,475 | INFO | support-ticket-triage | Starting triage for ticket T004
2026-08-12 22:03:51,476 | INFO | support-ticket-triage | Sending ticket T004 to AI model
2026-08-12 22:03:51,476 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T004
2026-08-12 22:03:51,841 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 22:03:51,843 | INFO | support-ticket-triage | AI request successful for ticket T004 on attempt 1
2026-08-12 22:03:51,843 | INFO | support-ticket-triage | AI response received for ticket T004
2026-08-12 22:03:51,843 | INFO | support-ticket-triage | Triage completed for ticket T004: category=Account Access, urgency=Low, confidence=0.9, priority_score=20, priority_level=Low
2026-08-12 22:03:51,844 | INFO | support-ticket-triage | Starting triage for ticket T005
2026-08-12 22:03:51,844 | INFO | support-ticket-triage | Sending ticket T005 to AI model
2026-08-12 22:03:51,844 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T005
2026-08-12 22:03:52,315 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 22:03:52,316 | INFO | support-ticket-triage | AI request successful for ticket T005 on attempt 1
2026-08-12 22:03:52,316 | INFO | support-ticket-triage | AI response received for ticket T005
2026-08-12 22:03:52,317 | INFO | support-ticket-triage | Triage completed for ticket T005: category=Technical Issue, urgency=Medium, confidence=0.4, priority_score=60, priority_level=High
2026-08-12 22:08:33,615 | INFO | support-ticket-triage | Starting triage for ticket T001
2026-08-12 22:08:33,616 | INFO | support-ticket-triage | Sending ticket T001 to AI model
2026-08-12 22:08:33,616 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T001
2026-08-12 22:08:35,995 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 22:08:36,015 | INFO | support-ticket-triage | AI request successful for ticket T001 on attempt 1
2026-08-12 22:08:36,017 | INFO | support-ticket-triage | AI response received for ticket T001
2026-08-12 22:08:36,018 | INFO | support-ticket-triage | Triage completed for ticket T001: category=Account Access, urgency=High, confidence=0.9, priority_score=70, priority_level=High
2026-08-12 22:08:36,022 | INFO | support-ticket-triage | Starting triage for ticket T002
2026-08-12 22:08:36,023 | INFO | support-ticket-triage | Sending ticket T002 to AI model
2026-08-12 22:08:36,024 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T002
2026-08-12 22:08:37,508 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 22:08:37,510 | INFO | support-ticket-triage | AI request successful for ticket T002 on attempt 1
2026-08-12 22:08:37,510 | INFO | support-ticket-triage | AI response received for ticket T002
2026-08-12 22:08:37,511 | INFO | support-ticket-triage | Triage completed for ticket T002: category=Billing, urgency=Medium, confidence=0.9, priority_score=40, priority_level=Medium
2026-08-12 22:08:37,512 | INFO | support-ticket-triage | Starting triage for ticket T003
2026-08-12 22:08:37,512 | INFO | support-ticket-triage | Sending ticket T003 to AI model
2026-08-12 22:08:37,512 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T003
2026-08-12 22:08:39,020 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 22:08:39,023 | INFO | support-ticket-triage | AI request successful for ticket T003 on attempt 1
2026-08-12 22:08:39,023 | INFO | support-ticket-triage | AI response received for ticket T003
2026-08-12 22:08:39,024 | INFO | support-ticket-triage | Triage completed for ticket T003: category=Technical Issue, urgency=Medium, confidence=0.9, priority_score=40, priority_level=Medium
2026-08-12 22:08:39,026 | INFO | support-ticket-triage | Starting triage for ticket T004
2026-08-12 22:08:39,026 | INFO | support-ticket-triage | Sending ticket T004 to AI model
2026-08-12 22:08:39,027 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T004
2026-08-12 22:08:39,443 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 22:08:39,445 | INFO | support-ticket-triage | AI request successful for ticket T004 on attempt 1
2026-08-12 22:08:39,445 | INFO | support-ticket-triage | AI response received for ticket T004
2026-08-12 22:08:39,446 | INFO | support-ticket-triage | Triage completed for ticket T004: category=Account Access, urgency=Low, confidence=0.9, priority_score=20, priority_level=Low
2026-08-12 22:08:39,447 | INFO | support-ticket-triage | Starting triage for ticket T005
2026-08-12 22:08:39,448 | INFO | support-ticket-triage | Sending ticket T005 to AI model
2026-08-12 22:08:39,448 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T005
2026-08-12 22:08:43,645 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 22:08:43,647 | INFO | support-ticket-triage | AI request successful for ticket T005 on attempt 1
2026-08-12 22:08:43,648 | INFO | support-ticket-triage | AI response received for ticket T005
2026-08-12 22:08:43,649 | INFO | support-ticket-triage | Triage completed for ticket T005: category=Technical Issue, urgency=Medium, confidence=0.4, priority_score=60, priority_level=High
2026-08-12 22:29:35,095 | INFO | support-ticket-triage | Starting triage for ticket T006
2026-08-12 22:29:35,098 | INFO | support-ticket-triage | Sending ticket T006 to AI model
2026-08-12 22:29:35,101 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T006
2026-08-12 22:29:35,954 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 22:29:35,981 | INFO | support-ticket-triage | AI request successful for ticket T006 on attempt 1
2026-08-12 22:29:35,981 | INFO | support-ticket-triage | AI response received for ticket T006
2026-08-12 22:29:35,983 | INFO | support-ticket-triage | Triage completed for ticket T006: category=Account Access, urgency=Medium, confidence=0.9, priority_score=40, priority_level=Medium
2026-08-12 22:41:25,893 | INFO | support-ticket-triage | Starting triage for ticket T006
2026-08-12 22:41:25,896 | INFO | support-ticket-triage | Sending ticket T006 to AI model
2026-08-12 22:41:25,897 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T006
2026-08-12 22:41:27,222 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 22:41:27,260 | INFO | support-ticket-triage | AI request successful for ticket T006 on attempt 1
2026-08-12 22:41:27,261 | INFO | support-ticket-triage | AI response received for ticket T006
2026-08-12 22:41:27,265 | INFO | support-ticket-triage | Triage completed for ticket T006: category=Account Access, urgency=Medium, confidence=0.9, priority_score=40, priority_level=Medium
2026-08-12 22:42:46,013 | INFO | support-ticket-triage | Starting triage for ticket T006
2026-08-12 22:42:46,015 | INFO | support-ticket-triage | Sending ticket T006 to AI model
2026-08-12 22:42:46,016 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T006
2026-08-12 22:42:46,621 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 22:42:46,623 | INFO | support-ticket-triage | AI request successful for ticket T006 on attempt 1
2026-08-12 22:42:46,623 | INFO | support-ticket-triage | AI response received for ticket T006
2026-08-12 22:42:46,625 | INFO | support-ticket-triage | Triage completed for ticket T006: category=Account Access, urgency=Medium, confidence=0.9, priority_score=40, priority_level=Medium
2026-08-12 22:42:48,093 | INFO | support-ticket-triage | Starting triage for ticket T006
2026-08-12 22:42:48,096 | INFO | support-ticket-triage | Sending ticket T006 to AI model
2026-08-12 22:42:48,099 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T006
2026-08-12 22:42:48,611 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 22:42:48,612 | INFO | support-ticket-triage | AI request successful for ticket T006 on attempt 1
2026-08-12 22:42:48,613 | INFO | support-ticket-triage | AI response received for ticket T006
2026-08-12 22:42:48,613 | INFO | support-ticket-triage | Triage completed for ticket T006: category=Account Access, urgency=Medium, confidence=0.9, priority_score=40, priority_level=Medium
2026-08-12 22:54:16,805 | INFO | support-ticket-triage | Starting triage for ticket T006
2026-08-12 22:54:16,811 | INFO | support-ticket-triage | Sending ticket T006 to AI model
2026-08-12 22:54:16,811 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T006
2026-08-12 22:54:17,588 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 22:54:17,602 | INFO | support-ticket-triage | AI request successful for ticket T006 on attempt 1
2026-08-12 22:54:17,606 | INFO | support-ticket-triage | AI response received for ticket T006
2026-08-12 22:54:17,628 | INFO | support-ticket-triage | Triage completed for ticket T006: category=Account Access, urgency=Medium, confidence=0.9, priority_score=40, priority_level=Medium
2026-08-12 22:57:45,875 | INFO | support-ticket-triage | Starting triage for ticket T006
2026-08-12 22:57:45,876 | INFO | support-ticket-triage | Sending ticket T006 to AI model
2026-08-12 22:57:45,879 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket T006
2026-08-12 22:57:46,476 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 22:57:46,479 | INFO | support-ticket-triage | AI request successful for ticket T006 on attempt 1
2026-08-12 22:57:46,480 | INFO | support-ticket-triage | AI response received for ticket T006
2026-08-12 22:57:46,483 | INFO | support-ticket-triage | Triage completed for ticket T006: category=Account Access, urgency=Medium, confidence=0.9, priority_score=40, priority_level=Medium
2026-08-12 23:19:24,167 | INFO | support-ticket-triage | Starting triage for ticket string
2026-08-12 23:19:24,188 | INFO | support-ticket-triage | Sending ticket string to AI model
2026-08-12 23:19:24,192 | INFO | support-ticket-triage | AI request attempt 1/3 for ticket string
2026-08-12 23:19:25,532 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-12 23:19:25,582 | INFO | support-ticket-triage | AI request successful for ticket string on attempt 1
2026-08-12 23:19:25,582 | INFO | support-ticket-triage | AI response received for ticket string
